Evaluating    1 trackers on     1 sequences
Tracker: dimp dimp50 None ,  Sequence: pigeon04_wild
Using /root/.cache/torch_extensions as PyTorch extensions root...
Detected CUDA files, patching ldflags
Emitting ninja build file /root/.cache/torch_extensions/_prroi_pooling/build.ninja...
Building extension module _prroi_pooling...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
ninja: no work to do.
Loading extension module _prroi_pooling...
FPS: 18.480836359754
Done
         3764651 function calls (3632342 primitive calls) in 14.452 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.000    0.000 cycler.py:386(<dictcomp>)
       31    0.000    0.000    0.000    0.000 core.py:4347(recurse)
        1    0.000    0.000    0.000    0.000 core.py:4555(__init__)
        3    0.000    0.000    0.000    0.000 core.py:4730(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:247(<listcomp>)
        1    0.000    0.000    0.000    0.000 _atfork.py:8(_register)
        1    0.000    0.000    0.000    0.000 _atfork.py:18(register_after_fork)
        6    0.000    0.000    0.000    0.000 qconfig.py:23(__new__)
        1    0.000    0.000    0.000    0.000 distribution.py:7(Distribution)
        1    0.000    0.000    0.000    0.000 transforms.py:621(CatTransform)
        1    0.000    0.000    0.000    0.000 tasks.py:23(Task)
       72    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
       13    0.000    0.000    0.000    0.000 _internal.py:827(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 __init__.py:32(__enter__)
       28    0.000    0.000    0.000    0.000 inspect.py:277(isbuiltin)
       18    0.000    0.000    0.000    0.000 typing.py:320(__hash__)
       15    0.000    0.000    0.000    0.000 argparse.py:1493(_check_conflict)
        1    0.000    0.000    0.000    0.000 tensorlist.py:6(TensorList)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       47    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        9    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 voc.py:138(VOCDetection)
        1    0.000    0.000    0.000    0.000 windows_support.py:5(windows_only)
        1    0.000    0.000    0.000    0.000 __init__.py:2559(Distribution)
        4    0.000    0.000    0.000    0.000 six.py:117(_resolve)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        1    0.000    0.000    0.000    0.000 art3d.py:634(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 art3d.py:74(Text3D)
        1    0.000    0.000    0.000    0.000 art3d.py:128(Line3D)
        4    0.000    0.000    0.000    0.000 legend_handler.py:181(__init__)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
        1    0.000    0.000    0.000    0.000 font_manager.py:1022(FontManager)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 core.py:1025(enable_packrat)
        1    0.000    0.000    0.000    0.000 animation.py:696(ImageMagickBase)
       56    0.000    0.000    0.000    0.000 __init__.py:1894(<genexpr>)
        1    0.000    0.000    0.000    0.000 coroutines.py:88(CoroWrapper)
        1    0.000    0.000    0.000    0.000 request.py:324(Request)
        1    0.000    0.000    0.000    0.000 _ops.py:69(_Ops)
        1    0.000    0.000    0.000    0.000 embedding_ops.py:69(Embedding)
        2    0.000    0.000    0.000    0.000 npyio.py:756(_getconv)
        5    0.000    0.000    0.000    0.000 shape_base.py:508(_expand_dims_dispatcher)
        1    0.000    0.000    0.000    0.000 polynomial.py:1007(poly1d)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6714(<genexpr>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:52(_wrapfunc)
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        9    0.000    0.000    0.000    0.000 threading.py:74(RLock)
        1    0.000    0.000    0.000    0.000 tensorlist.py:149(copy)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       19    0.000    0.000    0.000    0.000 enum.py:337(__members__)
       28    0.000    0.000    0.000    0.000 sre_parse.py:161(__delitem__)
        3    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:107(__subclasshook__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(exec_module)
       64    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 <string>:5(CityscapesClass)
        1    0.000    0.000    0.000    0.000 sbu.py:9(SBU)
        3    0.000    0.000    0.000    0.000 PyrexTypes.py:2154(declaration_code)
        2    0.000    0.000    0.000    0.000 Regexps.py:245(__init__)
        1    0.000    0.000    0.000    0.000 svhn.py:10(SVHN)
        1    0.000    0.000    0.000    0.000 misc.py:45(FrozenBatchNorm2d)
        1    0.000    0.000    0.000    0.000 msvc.py:1195(EnvironmentInfo)
        1    0.000    0.000    0.000    0.000 ccompiler.py:15(CCompiler)
        1    0.000    0.000    0.000    0.000 <string>:5(_Version)
        1    0.000    0.000    0.000    0.000 dir_util.py:3(<module>)
        4    0.000    0.000    0.000    0.000 augmentation.py:62(__init__)
        1    0.000    0.000    0.000    0.000 models.py:348(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:22(is_local_appengine)
        1    0.000    0.000    0.000    0.000 data.py:58(_construct_init_data)
        7    0.000    0.000    0.000    0.000 legend_handler.py:136(__init__)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 dviread.py:789(PsfontsMap)
        2    0.000    0.000    0.000    0.000 decoder.py:283(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3492(__init__)
       47    0.000    0.000    0.000    0.000 core.py:4065(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:5094(Forward)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
        6    0.000    0.000    0.000    0.000 rcsetup.py:264(validate_fonttype)
       11    0.000    0.000    0.000    0.000 observer.py:26(_PartialWrapper)
        1    0.000    0.000    0.000    0.000 normal.py:10(Normal)
        1    0.000    0.000    0.000    0.000 locks.py:223(Event)
        2    0.000    0.000    0.000    0.000 ssl.py:475(verify_mode)
       37    0.000    0.000    0.000    0.000 context.py:264(<genexpr>)
        1    0.000    0.000    0.000    0.000 process.py:62(BaseProcess)
        4    0.000    0.000    0.000    0.000 _ops.py:16(dl_open_guard)
        1    0.000    0.000    0.000    0.000 linear.py:8(LinearPackedParams)
        1    0.000    0.000    0.000    0.000 _state.py:18(__init__)
        1    0.000    0.000    0.000    0.000 profiler.py:697(FormattedTimesMixin)
       30    0.000    0.000    0.000    0.000 _jit_internal.py:310(export)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:119(__init__)
        1    0.000    0.000    0.000    0.000 tarfile.py:1387(TarFile)
        1    0.000    0.000    0.000    0.000 __init__.py:266(get_device_name)
       11    0.000    0.000    0.000    0.000 __init__.py:1109(__init__)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1635(HermiteE)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        2    0.000    0.000    0.000    0.000 npyio.py:1319(WriteWrap)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
       91    0.000    0.000    0.000    0.000 inspect.py:358(<lambda>)
        1    0.000    0.000    0.000    0.000 typing.py:303(__getitem__)
       15    0.000    0.000    0.000    0.000 argparse.py:573(format)
       23    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
       48    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 sbd.py:13(SBDataset)
        1    0.000    0.000    0.000    0.000 voc.py:56(VOCSegmentation)
        1    0.000    0.000    0.000    0.000 omniglot.py:9(Omniglot)
       11    0.000    0.000    0.000    0.000 PyrexTypes.py:2131(__eq__)
        1    0.000    0.000    0.000    0.000 Future.py:1(<module>)
        8    0.000    0.000    0.000    0.000 symbolic_registry.py:76(register_op)
        1    0.000    0.000    0.000    0.000 sysconfig.py:111(get_python_lib)
        1    0.000    0.000    0.000    0.000 msvc.py:672(SystemInfo)
        2    0.000    0.000    0.000    0.000 version.py:106(LegacyVersion)
        2    0.000    0.000    0.000    0.000 specifiers.py:104(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 file_util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:162(Event)
        1    0.000    0.000    0.000    0.000 concurrent.py:116(run_on_executor_decorator)
        1    0.000    0.000    0.000    0.000 socket.py:65(Socket)
        3    0.000    0.000    0.000    0.000 six.py:160(_resolve)
       31    0.000    0.000    0.000    0.000 _base.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 ImageChops.py:18(<module>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
       12    0.000    0.000    0.000    0.000 patches.py:1883(<genexpr>)
        1    0.000    0.000    0.000    0.000 patches.py:2415(_Base)
        1    0.000    0.000    0.000    0.000 collections.py:1824(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1888(QuadMesh)
        1    0.000    0.000    0.000    0.000 core.py:2604(Word)
        1    0.000    0.000    0.000    0.000 __init__.py:106(__version__)
       96    0.000    0.000    0.000    0.000 util.py:199(no_escape_re_range_char)
        2    0.000    0.000    0.000    0.000 rcsetup.py:130(_validate_date)
        1    0.000    0.000    0.000    0.000 streams.py:271(StreamWriter)
        1    0.000    0.000    0.000    0.000 locks.py:89(Lock)
        1    0.000    0.000    0.000    0.000 autonotebook.py:8(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1445(IPv4Network)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 core.py:53(where)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 frontend.py:346(StmtBuilder)
        1    0.000    0.000    0.000    0.000 transformer.py:16(Transformer)
        1    0.000    0.000    0.000    0.000 sparse.py:185(EmbeddingBag)
       12    0.000    0.000    0.000    0.000 typing_extensions.py:1415(_is_dunder)
        4    0.000    0.000    0.000    0.000 __init__.py:1456(addHandler)
       11    0.000    0.000    0.000    0.000 __init__.py:1530(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
        1    0.000    0.000    0.000    0.000 <string>:5(interface)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 random.py:680(getrandbits)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
       28    0.000    0.000    0.000    0.000 typing.py:1110(<genexpr>)
       38    0.000    0.000    0.000    0.000 typing.py:1601(overload)
        1    0.000    0.000    0.000    0.000 _utils.py:158(_validate_loaded_sparse_tensors)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.000    0.000 threading.py:738(Thread)
        1    0.000    0.000    0.000    0.000 os.py:1007(__getattr__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 cpp_extension.py:1582(<listcomp>)
        1    0.000    0.000    0.000    0.000 imp.py:107(<listcomp>)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 semeion.py:10(SEMEION)
        2    0.000    0.000    0.000    0.000 Regexps.py:349(__init__)
        1    0.000    0.000    0.000    0.000 fakedata.py:7(FakeData)
        1    0.000    0.000    0.000    0.000 coco.py:8(CocoCaptions)
        1    0.000    0.000    0.000    0.000 dist.py:367(Distribution)
       44    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        2    0.000    0.000    0.000    0.000 requirements.py:59(<lambda>)
        1    0.000    0.000    0.000    0.000 cmd.py:12(Command)
        1    0.000    0.000    0.000    0.000 dimp.py:16(DiMP)
        1    0.000    0.000    0.000    0.000 locks.py:53(Condition)
        1    0.000    0.000    0.000    0.000 routing.py:649(URLSpec)
        1    0.000    0.000    0.000    0.000 iostream.py:1343(SSLIOStream)
        1    0.000    0.000    0.000    0.000 netutil.py:505(OverrideResolver)
        1    0.000    0.000    0.000    0.000 axis.py:1968(XAxis)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:341(__init__)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:24(ImagePalette)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:642(BakomaFonts)
       11    0.000    0.000    0.000    0.000 results.py:247(__iter__)
       21    0.000    0.000    0.000    0.000 core.py:3608(recurse)
       31    0.000    0.000    0.000    0.000 core.py:4075(<genexpr>)
        4    0.000    0.000    0.000    0.000 core.py:4872(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:79(__compat__)
        3    0.000    0.000    0.000    0.000 rcsetup.py:459(_validate_mathtext_fallback)
